appid,genres
21900,Action
255870,
2304990,Simulation
447500,
1084640,"Adventure, Indie"
409380,"Casual, Simulation"
1258340,
314810,"Adventure, Indie"
1164250,"Casual, Simulation"
1487680,"Casual, Indie, Strategy"
338140,"Action, Adventure, Indie, RPG"
2213190,"Casual, Strategy"
1314000,"Action, Indie, RPG"
290100,"Casual, Indie, Simulation, Strategy"
1583230,"Action, Adventure"
844660,"Casual, Indie"
334040,Action
1252560,"Action, Casual, Indie"
2820130,Strategy
1715460,"Action, Adventure, Free To Play"
1306770,Strategy
1868300,"Action, Adventure, Indie, Simulation"
1067860,"Indie, Simulation, Strategy, Early Access"
381120,"Adventure, Indie, RPG, Simulation"
783810,
214910,"Action, Simulation"
326740,
1269810,"Indie, RPG"
461230,"Action, Indie"
612820,"Action, RPG"
1386780,"Simulation, Strategy"
9160,
485340,"Adventure, Casual, Indie"
2540860,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy"
601360,"Action, Adventure, Casual"
357900,"Adventure, Indie, Simulation"
922710,"Action, Adventure, Indie"
1042780,"Action, Adventure, Indie, RPG, Simulation"
1194630,Adventure
570840,"Free To Play, Indie"
1514980,
274900,"Action, Casual, Indie"
373480,"Action, Indie"
312560,"Action, RPG"
200910,"Indie, RPG"
379210,"Adventure, Indie, RPG, Simulation, Early Access"
211010,"Action, Indie, RPG"
328730,"Casual, Indie"
1980240,"Action, Adventure, Indie, RPG"
730840,"Action, Casual, Simulation"
1620690,
1301620,"Adventure, Casual, Indie"
2060790,"Action, Adventure, Indie"
33180,"Action, Indie, RPG"
2400,"Action, Indie, RPG"
270570,"Adventure, Casual, Indie"
654900,"Casual, Indie"
412520,
513370,
355790,"Action, Adventure"
71230,"Action, Racing"
2352040,"Action, Casual, Indie, RPG, Strategy"
509220,"Casual, Indie"
1222370,"Action, Adventure"
965680,"Action, Casual, Indie"
1120810,"Action, Adventure, RPG"
382120,"Adventure, Casual, Free To Play, Indie"
1985260,"Adventure, Simulation"
2088180,
1190400,"Action, Adventure"
1796790,"Adventure, RPG, Simulation, Early Access"
1080020,"Adventure, Casual, Indie, Simulation"
473950,"Adventure, Indie"
424780,"Massively Multiplayer, Simulation, Strategy, Free To Play"
652980,"Casual, Free To Play, Indie, Simulation"
674140,"Action, Adventure, Casual, Indie"
1315160,
330390,"Adventure, RPG"
257970,"Indie, RPG"
1203710,"Action, Adventure, Indie"
514240,
587810,"Casual, Indie"
1138100,"Casual, Indie, Simulation, Strategy"
13240,
204630,"Action, Adventure, Indie, Racing"
406090,"Indie, Early Access"
522470,"Adventure, Indie, Strategy"
244730,"Action, Indie"
33570,"RPG, Simulation, Strategy"
1635450,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Early Access"
1203420,"Adventure, Casual, Indie"
220460,"Action, Adventure, Casual, Indie"
770070,"Adventure, RPG"
598550,"Action, Indie"
213650,"Casual, Free To Play, Indie, Strategy"
371390,
315640,
513560,"Action, Adventure, Free To Play, Indie, RPG, Strategy"
1958600,"Casual, Indie, Racing"
1018160,"Racing, Simulation, Sports"
388090,
562590,"Action, Casual, Free To Play, Indie, Massively Multiplayer"
1174400,Adventure
281450,Strategy
1047380,Sports
556160,"Action, Casual, Indie"
1167140,"Adventure, Indie, RPG, Simulation, Strategy"
1002930,
534550,"Action, Adventure, Indie"
349540,
973590,"Animation & Modeling, Audio Production, Utilities, Video Production"
813300,"Adventure, Casual, Indie, RPG, Simulation"
3540,Casual
1419480,"Casual, Indie"
1723560,
1989270,"Adventure, Indie, RPG, Simulation"
332410,"Adventure, Casual, Indie, RPG"
235400,
898720,"Indie, RPG, Simulation, Strategy"
287340,"Racing, Sports"
373240,Adventure
1873030,Action
270450,"Action, Indie, Sports"
1399080,"RPG, Strategy"
1819980,"Casual, Simulation"
358080,"Action, Adventure, Indie, RPG, Early Access"
1110690,"Adventure, Indie"
338320,"Adventure, Indie, RPG"
263400,"Adventure, Indie, Strategy"
1283410,"Action, Adventure, Indie"
274230,"Action, Indie"
495090,
543430,
801210,Indie
399640,"Action, Indie, RPG"
527770,"Casual, Indie"
540900,"Action, Adventure, Indie"
995050,"Action, Indie, Early Access"
18700,"Action, Indie"
366250,Action
209270,"Indie, Strategy"
1650810,"Action, Adventure, Indie, RPG"
1159520,
983050,"Tasarım ve İllüstrasyon, Yardımcı Uygulamalar"
42170,"Action, Adventure, Indie, RPG, Strategy"
391140,"Action, Indie"
359580,
856210,"Action, Adventure, Indie, Massively Multiplayer, RPG"
1173780,RPG
595440,"Casual, Indie"
1486690,Indie
1437850,"Action, RPG, Simulation, Strategy"
940680,"Action, Indie"
314830,"Adventure, Indie, RPG, Strategy"
315830,
285010,"Action, Casual, Indie, Simulation, Strategy, Free To Play"
1004490,"Action, Adventure, Casual, Indie, Simulation"
343100,
230820,"Adventure, Indie"
1150950,"Adventure, Indie, Strategy"
1472560,"Adventure, Simulation"
1378290,"Action, Casual, Indie"
203830,"Adventure, Indie"
244690,"Adventure, Indie"
253940,RPG
1075200,"Adventure, Indie"
922500,Action
432010,"Casual, Indie, RPG, Simulation"
459020,
555080,Simulation
242880,"Action, Indie"
587520,"Action, Adventure, Indie, RPG"
283680,"Action, Indie"
496590,
450670,"Action, Indie, Racing"
983970,"Adventure, Indie, RPG"
697650,Adventure
384480,"Action, Adventure, Casual, Indie"
319140,"Action, Indie"
290890,
379990,
589850,
115800,"Action, Adventure, Indie"
798290,"Racing, Simulation, Sports"
362090,"Indie, RPG"
460430,"Adventure, Indie, RPG"
293780,"Action, Indie, RPG"
1990740,"Casual, Indie, Racing"
368950,"Free To Play, Indie"
382490,"Action, Indie, Free To Play"
713680,
1241700,"Adventure, Casual, Free To Play, Indie"
791470,Indie
760890,"Indie, RPG"
418040,
607380,Utilities
1745200,
1406040,"Adventure, Casual, Indie, RPG"
375820,"Casual, Indie, Simulation"
481110,"Adventure, Indie"
966630,"Casual, Indie"
258220,"Action, RPG"
542340,
806240,
417860,
354030,
273500,"Action, Indie"
848050,"Racing, Simulation, Sports, Early Access"
711450,
500870,"Casual, Indie"
588440,"Action, Casual, Indie, Sports"
557810,Free To Play
1016730,"Adventure, Indie, RPG, Strategy"
2659900,"Casual, Indie, Simulation, Strategy"
507380,"Casual, Indie"
1504250,Action
306950,RPG
269310,"Action, Adventure, Indie, RPG, Simulation, Strategy"
879510,
276890,"Action, Adventure, RPG"
1262350,"Action, Adventure, Indie"
2339040,Strategy
582810,"Action, Indie, Simulation"
1018020,Action
1307090,"Casual, Indie, Racing"
1785650,Sports
359250,"Adventure, Casual, Indie"
466910,"Casual, Free To Play"
3004100,Action
627410,"Action, Adventure, Casual, Indie"
521150,"Indie, Simulation, Strategy"
645690,"Adventure, Indie, RPG"
1770400,"Adventure, Indie, RPG"
923260,"Casual, Indie, Sports"
277870,"Action, Adventure, Indie, RPG"
466160,"Indie, RPG"
619780,"Action, Adventure, Indie, RPG"
542880,
1116210,"Adventure, Casual, Indie, RPG"
244090,"Casual, Strategy"
344230,"Casual, Indie, Simulation, Strategy"
2494450,"Action, Adventure, Indie, RPG"
712730,"Adventure, Indie, Simulation"
757330,"Casual, Indie"
16600,
465200,"Action, Adventure, Indie, RPG"
1291010,"Action, Indie, Strategy"
760640,"Indie, Simulation, Sports, Early Access"
2142160,"Casual, Strategy"
1026420,"Indie, RPG, Free To Play"
611040,"Casual, Indie, Simulation, Strategy"
849740,"Indie, RPG, Simulation"
651470,
997010,Simulation
247370,"Action, Indie"
444800,"Action, Adventure, Indie"
646820,
751980,"Casual, Indie"
590910,
336520,
1863670,"Adventure, Casual, Indie, Simulation"
486160,
2081400,"Action, Adventure"
1351210,"Adventure, Indie, Simulation, Strategy"
1612020,"Action, Free To Play"
2788310,"Action, Adventure, Casual, Indie, RPG"
566440,"Action, Strategy"
489600,
275200,"Action, Adventure, Indie"
747360,"Adventure, Indie"
871530,"Indie, Simulation, Strategy"
200670,Strategy
1622900,"Adventure, Simulation, Strategy"
259980,"Casual, Indie, Strategy"
225140,
806950,"Action, Adventure, Indie, Simulation, Strategy"
394450,
503400,"Adventure, Indie"
876650,"Adventure, Indie, RPG"
2272250,"Action, Indie"
1245430,"Action, Adventure, Indie"
395350,
384940,
1136160,"Adventure, Indie, Simulation"
347520,"Casual, Strategy"
7610,Strategy
214770,"Action, Adventure, Indie"
1939560,"Adventure, Indie, RPG"
46560,Strategy
320140,"Action, Casual, Indie, Racing, Simulation, Sports"
2551020,"Action, Indie, Simulation, Strategy, Free To Play"
361990,Indie
1043810,"Adventure, Indie, RPG, Strategy"
490820,"Action, Casual, Indie"
286660,"Action, Indie"
406150,"Adventure, Casual, Indie"
1363360,"Action, Adventure, Indie, Massively Multiplayer"
205650,Adventure
615120,"Action, Indie"
438270,"Adventure, Indie, RPG"
433530,"Action, Indie, Massively Multiplayer"
655740,"Action, Indie"
635880,"Casual, Indie"
440760,
2089350,Casual
532110,"Adventure, Indie"
464470,
2553420,"Action, Adventure, Indie"
1398740,"Adventure, Indie"
465240,"Action, Indie"
1983990,"Indie, RPG, Simulation, Strategy"
874260,"Adventure, Indie, RPG"
2782610,"Action, Indie, RPG"
457760,Action
569860,"Adventure, Indie"
415030,"Action, Indie, RPG"
1475850,"Simulation, Sports"
345820,"Action, Adventure, Indie, RPG"
741150,"Nudity, Design & Illustration"
1253710,"Indie, Simulation, Strategy"
672630,"Indie, Simulation, Strategy"
982290,"Adventure, Indie, Simulation"
285740,"Casual, Indie, Simulation"
643880,"Action, Adventure, Casual, Indie"
1504500,"Adventure, Indie"
1381530,"Action, Adventure, Casual, Indie, Strategy"
13250,
865930,"Action, Casual, Indie, RPG, Simulation"
399790,"Adventure, Indie, RPG"
7860,Action
737710,
1146310,"Action, Adventure, Indie"
12840,
306700,"Action, Indie"
1706850,
281920,"Action, Adventure, Indie"
225000,"Action, Adventure"
1083310,"Action, Adventure, Indie"
402620,Adventure
376300,Action
2347110,"Free To Play, Indie, RPG, Simulation, Strategy"
224220,
2917350,"Indie, RPG, Strategy"
598480,
964800,"Action, Adventure, Casual, Indie"
1293160,Adventure
819020,RPG
1508660,Casual
234940,
281940,"Action, Adventure, Indie"
251270,"Adventure, Indie, RPG"
464500,"Adventure, Casual"
783180,"Adventure, RPG"
1999520,"Adventure, Casual, Indie, Free To Play"
1511780,"Indie, Simulation"
552780,
714370,Action
1256610,"Adventure, Casual, Indie, RPG, Simulation"
26500,
1003890,Adventure
362070,
850320,"Adventure, Casual, Indie"
1671340,"Adventure, Casual, Indie, Free To Play"
296570,RPG
960980,"Action, Adventure, Indie"
1689910,"Adventure, Simulation"
1691190,"Action, Adventure, RPG, Strategy"
2491360,"Casual, Indie, RPG, Strategy, Free To Play"
1058430,"Indie, RPG"
340120,
208400,"Indie, RPG, Strategy"
1056180,"Action, Adventure, Indie"
362810,
216910,"Action, RPG"
673560,"Free To Play, Indie, Sports, Early Access"
1466060,"Action, Adventure, Indie, RPG, Early Access"
1328350,"Action, Indie"
251950,"Action, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free To Play"
1368850,"Casual, Strategy"
492600,
485610,Sports
242960,Action
677160,"Adventure, Casual, Indie"
520010,"Racing, Simulation"
423620,"Action, Indie, RPG, Strategy"
552080,"Action, Indie, Simulation"
45000,"Indie, Strategy"
345390,Adventure
1414650,"Adventure, Casual"
968870,"Adventure, Indie"
238890,"Indie, Simulation, Strategy"
372740,"Action, Adventure, Indie, Early Access"
1433570,"Casual, Indie, Racing, Simulation"
2252330,"Casual, RPG, Free To Play, Early Access"
611980,"Casual, Indie"
315440,
440630,
760410,"Action, Adventure, Indie, Simulation"
1140290,"Adventure, Indie"
303210,"Adventure, Indie"
344410,"Action, Adventure, Indie"
2325900,"Indie, Simulation, Strategy"
280220,"Indie, Simulation, Strategy"
487000,"Action, Adventure, Indie, RPG"
24480,"RPG, Strategy"
206190,"Action, Indie, Strategy"
259870,"Action, Strategy"
508380,
391530,
2318480,"Action, Indie"
464850,
1927720,"Adventure, Casual, Indie, Strategy"
473520,"Casual, Indie, Strategy"
312710,
393660,
2800260,
1225580,"Action, Adventure"
401710,"Action, Adventure, Indie"
254320,"Indie, Simulation, Strategy"
342090,"Adventure, Indie, RPG"
2086430,"Action, Adventure, Casual, Indie, RPG, Early Access"
1356810,"Indie, Simulation, Strategy"
1372320,"Casual, Indie, Simulation"
247950,"Action, RPG"
1142390,Action
294140,"Action, Adventure, Indie"
373440,
348340,"Casual, Indie"
744260,
1000410,Action
786080,
1413970,"Adventure, Indie, RPG"
1128260,"Adventure, Casual"
2130060,"Casual, Indie, RPG, Simulation"
203650,Adventure
642090,
617610,"Casual, Simulation"
1934850,
668350,Adventure
2947220,"Adventure, Casual"
1328530,Strategy
262940,Adventure
914690,
2787300,RPG
586150,
496440,"Adventure, Indie, Early Access"
371890,"Action, Indie"
760810,"Action, Casual, Indie"
252130,"Adventure, Casual, Indie"
2348120,"Action, RPG, Free To Play, Early Access"
1250560,"Casual, Indie, Strategy"
1534980,"Adventure, Indie, RPG, Simulation, Strategy"
2492390,"Casual, Indie, Strategy"
1987220,"Adventure, RPG, Strategy"
1424720,
1147510,
275390,"Action, Adventure, Indie"
273840,"Racing, Simulation, Sports"
555210,"Casual, Free To Play, Indie, Simulation"
2749000,"Casual, Simulation, Strategy, Early Access"
1342620,"Adventure, Indie, RPG"
362300,Massively Multiplayer
762830,"Adventure, Indie, Simulation"
1386900,"Adventure, Indie"
215690,"Action, Indie"
232790,"Adventure, Casual, Indie"
977460,Adventure
733990,"Casual, Simulation"
227600,"Adventure, Casual"
1319460,"Action, Adventure, Indie"
694770,"RPG, Simulation, Strategy"
417480,"Action, Adventure, Casual"
429570,Adventure
1658310,
1967430,"Action, Adventure"
424280,"Action, Indie, Free To Play"
377660,"Casual, Indie"
564230,"Simulation, Sports"
1511460,"Indie, Simulation, Strategy"
502370,Strategy
1548650,
1254900,"Adventure, Casual, Indie, RPG"
759650,Casual
2644470,"Action, Casual"
212240,
13540,Action
1455220,"Action, Adventure, RPG"
1360980,
320790,
422900,"Indie, Simulation, Strategy"
375250,
3480,Casual
1335790,"Adventure, Casual"
463980,"Indie, RPG, Strategy"
2582560,"Simulation, Sports, Strategy"
248530,"Action, Adventure, Casual, Indie, Simulation, Sports"
3083300,Casual
415420,"Action, Casual"
364200,"Indie, RPG, Strategy"
377690,
2273880,"Casual, Indie, Strategy"
2113040,"Indie, RPG, Strategy"
296710,Indie
360150,"Action, Adventure, RPG"
542350,"Action, Indie"
1166290,"Adventure, Casual, Indie, Simulation, Strategy"
992740,
29180,"Casual, Indie"
476650,Adventure
778230,
1112400,"Free To Play, Massively Multiplayer, Racing"
24400,"RPG, Strategy"
967240,
43000,Action
839920,
205230,Action
451760,"Casual, Indie"
906930,"Action, Casual, Indie"
10540,
2556990,"Action, Adventure"
450700,"Indie, Simulation, Strategy"
579840,"Action, Adventure, Casual, Indie"
2693120,"Adventure, Casual, Indie, Utilities"
593200,"Adventure, Indie"
368080,
236450,Action
1399370,
337040,"Indie, RPG, Strategy"
226560,Adventure
1351780,
606510,"Adventure, Casual"
261490,
1477810,
261760,"Action, Indie, RPG"
654890,Strategy
407230,"Action, Adventure, Indie, RPG"
351910,"Indie, Simulation, Strategy"
504450,
750200,"Action, Adventure, Casual, Indie"
2111190,"Action, Indie"
403740,
206610,"Casual, Indie"
600530,"Action, Adventure, Indie"
785260,Racing
342640,
9940,"Action, Adventure"
372830,
369060,
335450,"Adventure, Indie, RPG"
1034940,Adventure
258890,"Action, Adventure, Casual, Indie"
418000,"Casual, Indie"
2001970,"Adventure, Casual"
2128270,RPG
562480,"Adventure, Casual"
18050,"Action, Indie, RPG"
1100430,Adventure
1965190,"Adventure, Indie, RPG, Strategy"
215160,Adventure
724740,"Casual, Indie, Strategy"
695330,"Adventure, Casual, Indie"
959520,"Indie, Simulation"
1179680,"Adventure, Free To Play, Indie, Massively Multiplayer, RPG"
1725950,"Adventure, Indie, RPG, Strategy"
1016790,"Action, Adventure, Indie"
914110,"Action, Strategy"
1344350,
246400,
1342260,Action
1449280,Action
1424330,"Casual, Indie, Simulation"
508290,
1101360,"Action, Indie, Racing, Strategy"
1494470,Adventure
1127610,"Indie, RPG, Strategy"
201490,"Simulation, Strategy"
887720,"Action, Adventure, Indie"
366440,
387060,
2101350,"Adventure, Indie"
360590,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy"
384660,"Indie, Strategy"
299030,
377720,"Adventure, Casual"
337630,"Adventure, Indie"
1092400,
313830,
2061430,"Indie, Simulation, Strategy"
587970,
1868180,"Adventure, RPG"
238280,"Action, Indie, RPG"
2597460,"RPG, Strategy"
257990,"Casual, Indie"
11200,Action
2274980,
1493760,"Adventure, Casual, Indie, Simulation, Strategy"
1469250,
591530,
995240,Action
485040,"Adventure, Simulation"
422920,"Indie, Simulation, Strategy"
335460,"Adventure, Indie, RPG"
1301720,"Adventure, Casual, Free To Play"
1092720,"Adventure, Indie, Strategy"
1150590,"Action, Adventure"
383520,
378270,"Action, Indie"
1406850,"Action, Adventure, RPG"
671620,
1119600,"Adventure, Simulation, Strategy"
2005010,"Action, Indie"
270310,
589500,"Action, Adventure, Indie"
2754690,
1995870,"Action, Adventure, Casual, RPG, Strategy"
617440,"Action, Adventure, Casual, Indie"
1011940,"Indie, RPG"
328600,
1602080,"Action, Adventure"
1760340,"Casual, Indie, Simulation, Strategy"
207040,"Action, Indie"
379980,
357280,Indie
2758280,"Adventure, Casual, Indie, Racing, Strategy"
586310,
2398170,"Action, Adventure, Casual"
1145030,Adventure
235360,
3017450,
1038450,Adventure
402980,
313130,
351150,
269250,Indie
362610,"Indie, Racing"
1588530,"RPG, Early Access"
555890,"Action, Adventure, Indie, RPG"
264200,"Action, Casual, Indie"
865090,
933860,"Adventure, Casual, Indie"
251130,"Indie, RPG, Strategy"
486150,
661300,
533180,
678820,
277950,
3158260,"Action, Indie"
221260,"Adventure, Casual, Indie"
1585540,"Adventure, Indie, RPG"
1244630,"Adventure, Casual, Indie, Simulation"
253430,
753220,"Casual, Indie"
304950,
386340,
838110,"Action, Adventure, Indie"
670930,"Action, Adventure, Casual, Indie"
63940,Strategy
1173790,RPG
970510,
323490,"Adventure, Casual, Indie"
265000,"Action, Indie, RPG, Strategy"
4880,Strategy
448280,"Action, Casual, Indie, Simulation"
428550,"Action, Adventure, Indie"
2198800,Simulation
311480,"Action, RPG"
403180,
3218600,"Adventure, RPG, Simulation"
375460,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
2725260,"Action, RPG"
1883570,Casual
742250,"Adventure, Indie"
496620,"Action, Indie"
1594090,
872670,"Action, Indie, Massively Multiplayer, Strategy, Early Access"
1777430,"Adventure, Casual"
473140,"Action, Casual, Indie"
979070,"Adventure, Indie, Simulation"
17330,Action
200020,Action
2683150,"Action, Adventure, Casual, Indie, Simulation"
1488810,"Action, Adventure, Indie"
1590600,
205270,Utilities
559910,"Indie, Simulation, Strategy"
618510,"Action, Indie"
516510,"Action, Adventure, Free To Play, Indie, Massively Multiplayer, RPG, Strategy"
2022850,"Adventure, Casual, Indie, RPG, Simulation"
393980,Casual
576480,
2294730,"Приключенческие игры, Казуальные игры, Инди, Ролевые игры, Ранний доступ"
1249880,"Adventure, Indie"
1294810,"Action, Adventure"
1403650,"Adventure, Casual, Indie"
1279510,"Action, Indie, Racing, Simulation, Free To Play, Early Access"
983380,"Indie, Simulation, Strategy, Early Access"
333220,
987720,"Action, RPG"
583930,Casual
2089450,"Casual, Indie, Simulation, Strategy"
2396240,"Indie, RPG, Estratégia"
1036890,"Action, Adventure"
26800,"Casual, Indie, Strategy"
1245540,"Action, Adventure, Casual, Indie, RPG"
1249070,"Action, Indie, RPG"
935580,"Adventure, Casual"
1358530,"Adventure, Indie"
427700,"Action, RPG"
356450,"Casual, Indie"
263700,"Action, Adventure, Casual, Indie"
644200,"Adventure, Casual, Indie"
2675630,"Casual, Indie, Simulation"
255320,"Adventure, Indie"
1747760,"Action, Adventure, Indie"
366260,Action
846870,"Adventure, Indie"
1056490,"Action, Indie, RPG"
1649830,Indie
644390,Strategy
390290,"Adventure, Indie"
326160,"Adventure, Free To Play, Massively Multiplayer, RPG"
39660,"Simulation, Strategy"
42500,"Action, Indie"
335620,"RPG, Strategy"
1097200,"Adventure, Indie"
493200,Adventure
219890,"Adventure, Indie"
319230,"Adventure, Indie, Strategy"
1309610,Strategy
254100,Strategy
391260,"Action, Adventure, Indie, RPG"
1545450,"Casual, Indie"
695920,"Adventure, Casual, RPG, Simulation, Strategy"
915230,"Action, Indie"
588970,"Casual, Indie"
418120,"Action, Adventure, Indie, RPG"
1190170,"Action, Indie, Sports"
400180,"Action, Indie, Strategy"
942850,
243930,"Action, RPG"
460630,"Action, Indie"
1668530,"Action, RPG"
2097750,Adventure
1032430,"Action, Early Access"
705740,"Action, Casual, Indie"
582330,"Casual, Indie, RPG, Strategy"
286810,"Action, Racing"
237740,"Action, Adventure, Indie"
403940,"Action, Indie, RPG"
2131680,Action
262450,"Casual, Indie, Strategy"
375750,"Action, Casual, Indie, Strategy"
684680,"Action, Casual, Indie"
1377550,
1063660,"Action, Adventure"
780750,"Casual, Indie"
567980,
3270,
296770,Sports
545650,
553290,
348240,"Action, Casual, Indie"
1409530,
2661100,"Action, Casual, Indie, RPG"
434530,
343280,
1952930,"Adventure, Indie, RPG, Strategy"
216110,"Action, Indie, Strategy"
352620,"Action, Indie"
6420,"Indie, Simulation, Strategy"
324650,
2707490,"Simulation, Strategy, Early Access"
2972990,Casual
2689120,"Action, Simulation, Early Access"
1569700,Strategy
1677110,"Adventure, Casual, Indie, Simulation, Early Access"
226740,"Adventure, Casual, Indie, RPG, Simulation"
1766100,"Action, Adventure"
286480,Adventure
250640,"Action, Casual, Indie"
1285560,
2685620,RPG
346670,
1606940,"Adventure, Casual, Indie"
524030,
1551530,"Adventure, Indie, RPG"
451630,
1968840,
380560,
45500,
2570210,"Adventure, Indie, Simulation, Strategy, Early Access"
204180,
355430,
307640,RPG
374900,Adventure
1495420,"Casual, Indie, RPG, Simulation, Strategy"
1640300,"Action, Indie, Early Access"
575490,"Casual, Indie"
327690,"Action, Free To Play, Strategy"
780350,"Action, Adventure, Indie"
1522870,Adventure
1550730,"Action, Adventure, Indie, RPG, Simulation"
1481080,Adventure
1258870,"Action, Adventure, Free To Play, Massively Multiplayer, RPG"
304690,"Free To Play, Indie, Massively Multiplayer"
1390190,"Casual, Simulation"
251850,"Action, Adventure, Indie"
1179080,"Adventure, Indie"
1250790,"Casual, Indie, Simulation, Strategy, Free To Play"
1794470,
1045580,"Action, Casual, Indie"
1266690,"Action, Casual, Indie"
231330,"Action, Adventure"
951530,"Action, Indie, RPG"
576500,"Adventure, Casual, Indie, Strategy"
347160,"Action, Indie"
709800,"Violent, Gore, Action, Adventure, Casual, Indie, Racing, Sports"
340150,"Indie, Simulation, Strategy"
610670,"Adventure, Casual, Indie, RPG, Early Access"
497850,"Indie, Simulation, Strategy"
1837750,
947300,"Indie, Strategy"
2479830,"Action, Casual, Indie, RPG, Free To Play"
529130,"Casual, Indie, RPG, Strategy"
488440,
466890,
687260,Adventure
1772830,"Action, Indie"
282760,"Casual, Indie"
1353230,"Action, Adventure, Indie"
1951220,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access"
1856480,Adventure
569800,"Adventure, Indie"
412170,"Adventure, Indie, RPG, Strategy"
319560,
487330,
630610,Adventure
556180,Strategy
347560,
809540,"Action, Indie, Strategy"
325100,
966430,"Action, Adventure, Indie, RPG"
397940,
1231460,"Adventure, Casual, Indie, Simulation, Strategy"
377310,"Action, Indie"
17140,
672050,
1056510,Adventure
2947250,"Adventure, Casual"
458970,"Free To Play, Indie, Strategy"
606500,
575050,"Action, Adventure, Indie"
1915550,"Adventure, Indie, Strategy"
999220,"Adventure, Indie"
673130,"Action, Adventure, Indie"
230350,Massively Multiplayer
1933450,"Casual, RPG, Strategy"
1496590,"Action, Adventure, Indie"
518040,
878580,"Action, Indie"
521620,"Action, Adventure, Indie"
1054690,"Indie, Strategy"
1035120,
2120250,Action
616740,
1533590,"Indie, RPG"
338840,"Action, RPG"
1689080,Indie
257830,"Adventure, Indie"
915310,"Action, Casual, Indie"
1102130,"Adventure, Casual, Indie"
765880,"Adventure, Indie"
458510,Casual
1777390,Simulation
800600,"Adventure, Indie, RPG"
911510,"Adventure, Indie"
871280,"Adventure, Casual"
1557480,"Action, Adventure, RPG, Simulation, Strategy"
274130,Action
1634860,"Action, Adventure, Casual, RPG"
1988550,"Adventure, Casual, Indie"
588920,
2522520,"Action, Adventure, Casual, Indie"
575630,
357290,"Action, Adventure, Indie"
347800,"Action, Adventure, Indie, RPG"
1933650,"Adventure, Indie, RPG"
435040,"Adventure, Casual, Strategy"
1983970,"Adventure, Indie, RPG, Strategy"
330820,"Adventure, Indie"
2086850,"Adventure, Indie, Strategy"
860340,
1150730,RPG
1515260,"Casual, Indie, Strategy"
1098420,"Animation & Modeling, Design & Illustration, Game Development"
1724860,"Casual, Free To Play, Massively Multiplayer, Simulation, Strategy"
514360,
453890,
682290,"Free To Play, Early Access"
581340,
817840,"Indie, Simulation"
1639300,
6920,Action
497700,"Casual, Indie, Simulation, Sports"
1967510,"Casual, Indie"
767390,"Adventure, Racing, Simulation, Sports"
1104450,"Action, Adventure, Indie, Massively Multiplayer, Strategy, Free To Play"
745330,"Adventure, Casual, Indie"
703320,"Action, Strategy"
378850,
1047220,"Adventure, Casual, Indie"
1611300,
398030,"Action, Adventure, Indie"
1642890,"Casual, Simulation, Sports"
1035560,"Action, Adventure, Casual, Indie"
288020,
254080,Strategy
512790,Adventure
755470,"Action, Adventure, Indie"
2420,"Action, Indie, RPG"
292620,Indie
289600,"RPG, Strategy"
662960,"Action, Adventure, Indie, RPG"
285330,"Simulation, Strategy"
1345740,"Adventure, Casual, Simulation"
695100,"Adventure, Indie, RPG"
424000,
412290,
511490,"Adventure, Indie"
292160,Strategy
1176710,"Action, Adventure, Indie, Simulation, Strategy"
2020500,"Adventure, RPG, Strategy"
2373440,"Adventure, Indie, Massively Multiplayer, RPG, Free To Play"
1812090,Adventure
1331210,"Action, Adventure, Indie, RPG, Strategy"
225220,
910880,"Indie, Simulation, Strategy"
361550,
397950,"Action, Indie"
202130,Strategy
268540,"Adventure, Indie"
591460,"Simulation, Strategy"
260430,"Casual, Massively Multiplayer, Simulation, Free To Play"
365510,
33320,"Action, Adventure"
417990,
2128480,Adventure
454970,"Action, Adventure, Indie"
1025960,"Adventure, Casual"
955320,"Casual, Indie, RPG, Simulation"
287600,"Adventure, Casual, Indie, Simulation"
1093910,"Adventure, Indie, RPG"
4470,RPG
338710,
573210,
2553910,Adventure
1259790,"Action, Casual"
1611430,"Action, Adventure, RPG"
2409780,
820910,"Casual, Indie, Strategy"
1684720,
1079310,
1215390,
262690,"Casual, Indie, Racing"
2527390,"Action, Adventure"
277490,"Action, Indie, Strategy"
421060,
2934180,Simulation
1637230,"Action, Adventure, RPG"
914020,"Adventure, Indie"
428950,
456810,"Action, Casual, Indie"
526540,"Action, Casual, Indie"
463930,"Casual, Indie, Simulation, Strategy"
636460,"Simulation, Sports"
369290,Adventure
407000,
2947240,"Adventure, Casual"
977230,"Casual, Indie"
1292770,"Adventure, Casual"
340490,
1016360,"Action, Indie"
860910,
244870,
1106860,
727090,
44310,
277630,"Simulation, Strategy"
464450,Action
828070,"Adventure, Indie, RPG"
203510,"Action, Indie, RPG"
1039960,"Adventure, Casual"
8080,Action
778390,Adventure
365400,
1150460,"Casual, Indie"
1293180,"Adventure, Casual, Indie, Simulation"
744190,"Adventure, Indie"
365160,"Adventure, Indie"
255280,"Adventure, Indie"
2332410,"Action, Adventure, Casual, Indie"
